table_name,description,DDL
DW_ORD,제품별 발주,"create TABLE DW_ORD (
	AC_DELV_RET_TAG_AMT_HK_BB NUMBER(38,0) COMMENT '누적 출고 반품 택가 (택가 x 수량) - 홍콩/직송',
	AC_DELV_NML_QTY_MO NUMBER(38,0) COMMENT '누적 출고 정상 수량 - 마카오',
	AC_DELV_NML_SUPP_AMT_MO NUMBER(38,0) COMMENT '누적 출고 정상 공급가액 - 마카오',
	AC_DELV_NML_TAG_AMT_MO NUMBER(38,0) COMMENT '누적 출고 정상 택가 (택가 x 수량) - 마카오',
	AC_DELV_RET_QTY_MO NUMBER(38,0) COMMENT '누적 출고 반품 수량 - 마카오',
	AC_DELV_RET_SUPP_AMT_MO NUMBER(38,0) COMMENT '누적 출고 반품 공급가액 - 마카오',
	AC_DELV_RET_TAG_AMT_MO NUMBER(38,0) COMMENT '누적 출고 반품 택가 (택가 x 수량) - 마카오',
	AC_DELV_NML_QTY_MO_BB NUMBER(38,0) COMMENT '누적 출고 정상 수량 - 마카오/직송',
	AC_DELV_NML_SUPP_AMT_MO_BB NUMBER(38,0) COMMENT '누적 출고 정상 공급가액 - 마카오/직송',
	AC_DELV_NML_TAG_AMT_MO_BB NUMBER(38,0) COMMENT '누적 출고 정상 택가 (택가 x 수량) - 마카오/직송',
	AC_DELV_RET_QTY_MO_BB NUMBER(38,0) COMMENT '누적 출고 반품 수량 - 마카오/직송',
	AC_DELV_RET_SUPP_AMT_MO_BB NUMBER(38,0) COMMENT '누적 출고 반품 공급가액 - 마카오/직송',
	AC_DELV_RET_TAG_AMT_MO_BB NUMBER(38,0) COMMENT '누적 출고 반품 택가 (택가 x 수량) - 마카오/직송',
	AC_DELV_NML_QTY_TW NUMBER(38,0) COMMENT '누적 출고 정상 수량 - 대만',
	AC_DELV_NML_SUPP_AMT_TW NUMBER(38,0) COMMENT '누적 출고 정상 공급가액 - 대만',
	AC_DELV_NML_TAG_AMT_TW NUMBER(38,0) COMMENT '누적 출고 정상 택가 (택가 x 수량) - 대만',
	AC_DELV_RET_QTY_TW NUMBER(38,0) COMMENT '누적 출고 반품 수량 - 대만',
	AC_DELV_RET_SUPP_AMT_TW NUMBER(38,0) COMMENT '누적 출고 반품 공급가액 - 대만',
	AC_DELV_RET_TAG_AMT_TW NUMBER(38,0) COMMENT '누적 출고 반품 택가 (택가 x 수량) - 대만',
	AC_DELV_NML_QTY_TW_BB NUMBER(38,0) COMMENT '누적 출고 정상 수량 - 대만/직송',
	AC_DELV_NML_SUPP_AMT_TW_BB NUMBER(38,0) COMMENT '누적 출고 정상 공급가액 - 대만/직송',
	AC_DELV_NML_TAG_AMT_TW_BB NUMBER(38,0) COMMENT '누적 출고 정상 택가 (택가 x 수량) - 대만/직송',
	AC_DELV_RET_QTY_TW_BB NUMBER(38,0) COMMENT '누적 출고 반품 수량 - 대만/직송',
	AC_DELV_RET_SUPP_AMT_TW_BB NUMBER(38,0) COMMENT '누적 출고 반품 공급가액 - 대만/직송',
	AC_DELV_RET_TAG_AMT_TW_BB NUMBER(38,0) COMMENT '누적 출고 반품 택가 (택가 x 수량) - 대만/직송',
	SALE_NML_QTY_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 수량 - 위탁/순수판매(소량단체 제외)',
	SALE_NML_SUPP_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 공급가액 - 위탁/순수판매(소량단체 제외)',
	SALE_NML_SALE_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 판매액 - 위탁/순수판매(소량단체 제외)',
	SALE_NML_TAG_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 택가 (택가 x 수량) - 위탁/순수판매(소량단체 제외)',
	SALE_RET_QTY_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 수량 - 위탁/순수판매(소량단체 제외)',
	SALE_RET_SUPP_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 공급가액 - 위탁/순수판매(소량단체 제외)',
	SALE_RET_SALE_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 판매액 - 위탁/순수판매(소량단체 제외)',
	SALE_RET_TAG_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 택가 (택가 x 수량) - 위탁/순수판매(소량단체 제외)',
	SALE_NML_QTY_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 수량 - 소매/순수판매(소량단체 제외)',
	SALE_NML_SUPP_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 공급가액 - 소매/순수판매(소량단체 제외)',
	SALE_NML_SALE_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 판매액 - 소매/순수판매(소량단체 제외)',
	SALE_NML_TAG_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 택가 (택가 x 수량) - 소매/순수판매(소량단체 제외)',
	SALE_RET_QTY_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 수량 - 소매/순수판매(소량단체 제외)',
	SALE_RET_SUPP_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 공급가액 - 소매/순수판매(소량단체 제외)',
	SALE_RET_SALE_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 판매액 - 소매/순수판매(소량단체 제외)',
	SALE_RET_TAG_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 택가 (택가 x 수량) - 소매/순수판매(소량단체 제외)',
	SALE_NML_QTY_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 수량 - 면세/순수판매(소량단체 제외)',
	SALE_NML_SUPP_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 공급가액 - 면세/순수판매(소량단체 제외)',
	SALE_NML_SALE_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 판매액 - 면세/순수판매(소량단체 제외)',
	SALE_NML_TAG_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 택가 (택가 x 수량) - 면세/순수판매(소량단체 제외)',
	SALE_RET_QTY_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 수량 - 면세/순수판매(소량단체 제외)',
	SALE_RET_SUPP_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 공급가액 - 면세/순수판매(소량단체 제외)',
	SALE_RET_SALE_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 판매액 - 면세/순수판매(소량단체 제외)',
	SALE_RET_TAG_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 택가 (택가 x 수량) - 면세/순수판매(소량단체 제외)',
	SALE_NML_QTY_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 수량 - RF/순수판매(소량단체 제외)',
	SALE_NML_SUPP_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 공급가액 - RF/순수판매(소량단체 제외)',
	SALE_NML_SALE_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 판매액 - RF/순수판매(소량단체 제외)',
	SALE_NML_TAG_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 택가 (택가 x 수량) - RF/순수판매(소량단체 제외)',
	SALE_RET_QTY_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 수량 - RF/순수판매(소량단체 제외)',
	SALE_RET_SUPP_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 공급가액 - RF/순수판매(소량단체 제외)',
	SALE_RET_SALE_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 판매액 - RF/순수판매(소량단체 제외)',
	SALE_RET_TAG_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 택가 (택가 x 수량) - RF/순수판매(소량단체 제외)',
	SALE_NML_QTY_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 수량 - 도매/순수판매(소량단체 제외)',
	SALE_NML_SUPP_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 공급가액 - 도매/순수판매(소량단체 제외)',
	SALE_NML_SALE_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 판매액 - 도매/순수판매(소량단체 제외)',
	SALE_NML_TAG_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 정상 택가 (택가 x 수량) - 도매/순수판매(소량단체 제외)',
	SALE_RET_QTY_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 수량 - 도매/순수판매(소량단체 제외)',
	SALE_RET_SUPP_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 공급가액 - 도매/순수판매(소량단체 제외)',
	SALE_RET_SALE_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 판매액 - 도매/순수판매(소량단체 제외)',
	SALE_RET_TAG_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '판매 반품 택가 (택가 x 수량) - 도매/순수판매(소량단체 제외)',
	AC_SALE_NML_QTY_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 수량 - 위탁/순수판매(소량단체 제외)',
	AC_SALE_NML_SUPP_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 공급가액 - 위탁/순수판매(소량단체 제외)',
	AC_SALE_NML_SALE_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 판매액 - 위탁/순수판매(소량단체 제외)',
	AC_SALE_NML_TAG_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 택가 (택가 x 수량) - 위탁/순수판매(소량단체 제외)',
	AC_SALE_RET_QTY_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 수량 - 위탁/순수판매(소량단체 제외)',
	AC_SALE_RET_SUPP_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 공급가액 - 위탁/순수판매(소량단체 제외)',
	AC_SALE_RET_SALE_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 판매액 - 위탁/순수판매(소량단체 제외)',
	AC_SALE_RET_TAG_AMT_CNS_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 택가 (택가 x 수량) - 위탁/순수판매(소량단체 제외)',
	AC_SALE_NML_QTY_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 수량 - 소매/순수판매(소량단체 제외)',
	AC_SALE_NML_SUPP_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 공급가액 - 소매/순수판매(소량단체 제외)',
	AC_SALE_NML_SALE_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 판매액 - 소매/순수판매(소량단체 제외)',
	AC_SALE_NML_TAG_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 택가 (택가 x 수량) - 소매/순수판매(소량단체 제외)',
	AC_SALE_RET_QTY_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 수량 - 소매/순수판매(소량단체 제외)',
	AC_SALE_RET_SUPP_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 공급가액 - 소매/순수판매(소량단체 제외)',
	AC_SALE_RET_SALE_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 판매액 - 소매/순수판매(소량단체 제외)',
	AC_SALE_RET_TAG_AMT_RTL_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 택가 (택가 x 수량) - 소매/순수판매(소량단체 제외)',
	AC_SALE_NML_QTY_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 수량 - 면세/순수판매(소량단체 제외)',
	AC_SALE_NML_SUPP_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 공급가액 - 면세/순수판매(소량단체 제외)',
	AC_SALE_NML_SALE_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 판매액 - 면세/순수판매(소량단체 제외)',
	AC_SALE_NML_TAG_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 택가 (택가 x 수량) - 면세/순수판매(소량단체 제외)',
	AC_SALE_RET_QTY_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 수량 - 면세/순수판매(소량단체 제외)',
	AC_SALE_RET_SUPP_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 공급가액 - 면세/순수판매(소량단체 제외)',
	AC_SALE_RET_SALE_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 판매액 - 면세/순수판매(소량단체 제외)',
	AC_SALE_RET_TAG_AMT_NOTAX_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 택가 (택가 x 수량) - 면세/순수판매(소량단체 제외)',
	AC_SALE_NML_QTY_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 수량 - RF/순수판매(소량단체 제외)',
	AC_SALE_NML_SUPP_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 공급가액 - RF/순수판매(소량단체 제외)',
	AC_SALE_NML_SALE_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 판매액 - RF/순수판매(소량단체 제외)',
	AC_SALE_NML_TAG_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 택가 (택가 x 수량) - RF/순수판매(소량단체 제외)',
	AC_SALE_RET_QTY_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 수량 - RF/순수판매(소량단체 제외)',
	AC_SALE_RET_SUPP_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 공급가액 - RF/순수판매(소량단체 제외)',
	AC_SALE_RET_SALE_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 판매액 - RF/순수판매(소량단체 제외)',
	AC_SALE_RET_TAG_AMT_RF_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 택가 (택가 x 수량) - RF/순수판매(소량단체 제외)',
	AC_SALE_NML_QTY_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 수량 - 도매/순수판매(소량단체 제외)',
	AC_SALE_NML_SUPP_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 공급가액 - 도매/순수판매(소량단체 제외)',
	AC_SALE_NML_SALE_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 판매액 - 도매/순수판매(소량단체 제외)',
	AC_SALE_NML_TAG_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 정상 택가 (택가 x 수량) - 도매/순수판매(소량단체 제외)',
	AC_SALE_RET_QTY_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 수량 - 도매/순수판매(소량단체 제외)',
	AC_SALE_RET_SUPP_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 공급가액 - 도매/순수판매(소량단체 제외)',
	AC_SALE_RET_SALE_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 판매액 - 도매/순수판매(소량단체 제외)',
	AC_SALE_RET_TAG_AMT_DOME_NET NUMBER(38,0) DEFAULT 0 COMMENT '누적 판매 반품 택가 (택가 x 수량) - 도매/순수판매(소량단체 제외)',
	primary key (START_DT, END_DT, PRDT_CD, COLOR_CD, SIZE_CD)
)COMMENT='제품별 집계 ㈜'
;"
